,CPU_Name,Price,BenchMarl,cpuValue,TDP,powerPerf
1421,Intel Core i3-7100T @ 3.40GHz,11176.5516,3787,25.27,35,108.2
1422,AMD Athlon X4 845,5486.8606,3784,51.43,65,58.22
1423,Intel Pentium G4620 @ 3.70GHz,10887.22,3777,25.87,51,74.06
1424,Intel Pentium Gold G5500 @ 3.80GHz,12667.2059,3770,22.2,54,69.82
1425,Intel Pentium Gold G5600 @ 3.90GHz,11782.06,3769,23.85,54,69.79
1427,Intel Pentium N6415 @ 1.20GHz,5965.6,3760,47,6.5,578.47
1430,Intel Xeon E5-2603 v3 @ 1.60GHz,3794.8673,3752,73.72,85,44.14
1432,Intel Core i5-7300U @ 2.60GHz,46755.39,3750,5.98,15,249.99
1433,Intel Pentium Gold G6405T @ 3.50GHz,4772.48,3746,58.54,35,107.04
1434,Intel Xeon E5-1607 @ 3.00GHz,859.7921,3730,323.51,130,28.69
1436,AMD Phenom II X6 1100T,9694.1,3729,28.69,125,29.83
1437,Intel Xeon E5630 @ 2.53GHz,12378.62,3726,22.45,80,46.58
1438,Intel Core i7-2670QM @ 2.20GHz,9619.53,3726,28.89,45,82.8
1439,Intel Pentium Gold G5400 @ 3.70GHz,8417.4616,3723,32.98,54,68.94
1440,AMD Opteron 3280,5370.5314,3720,51.65,65,57.22
1441,AMD Opteron 6174,281874.6,3697,0.98,115,32.15
1442,Intel Core i3-4360 @ 3.70GHz,14905.0516,3688,18.45,54,68.29
1444,AMD FX-6100 Six-Core,6266.8628,3679,43.78,95,38.73
1445,AMD Athlon X4 880K,7058.0505,3676,38.84,95,38.69
1448,Intel Core i7-7500U @ 2.70GHz,40193.23,3658,6.79,15,243.85
1449,AMD Phenom II X6 1090T,6530.0949,3655,41.74,125,29.24
1451,Intel Core i3-8130U @ 2.20GHz,20954.17,3648,12.98,15,243.19
1452,AMD PRO A10-9700,12602.33,3644,21.56,65,56.06
1453,Intel Pentium Gold G5420 @ 3.80GHz,9660.5435,3641,28.11,54,67.43
1454,Intel Core i5-2320 @ 3.00GHz,22631.995,3632,11.97,95,38.23
1455,Intel Xeon E5620 @ 2.40GHz,3293.0112,3630,82.2,80,45.37
1457,Intel Core i3-6100T @ 3.20GHz,74495.43,3617,3.62,35,103.35
1458,AMD Athlon X4 950,2683.7743,3611,100.32,65,55.55
1459,Intel Pentium Gold G6400T @ 3.40GHz,4772.48,3610,56.4,35,103.14
1460,Intel Pentium G4600 @ 3.60GHz,7825.3758,3605,34.36,51,70.69
1461,Intel Core i5-2310 @ 2.90GHz,5797.0718,3603,46.35,95,37.93
1464,Intel Xeon E3-1265L @ 2.40GHz,68481.3595,3589,3.91,45,79.75
1467,AMD A8-7680,5182.615,3571,51.38,45,79.36
1468,Intel Core i3-4170 @ 3.70GHz,7143.806,3569,37.26,54,66.1
1469,AMD Opteron 6176 SE,18634.2973,3564,14.26,140,25.46
1470,Intel Core i7-2630QM @ 2.00GHz,6952.9068,3555,38.13,45,79.01
1471,AMD A10-9700,6841.7975,3546,38.64,65,54.55
1472,Intel Core i3-4330 @ 3.50GHz,9199.7009,3539,28.69,54,65.55
1476,Intel Xeon E5-2609 v2 @ 2.50GHz,1843.3704,3516,142.24,80,43.95
1477,Intel Pentium G4560 @ 3.50GHz,12527.76,3513,20.91,54,65.06
1479,Intel Pentium Gold G5420T @ 3.20GHz,4772.48,3508,54.82,35,100.24
1480,Intel Core i3-4340 @ 3.60GHz,11184.7543,3506,23.38,54,64.93
1482,Intel Xeon E5-2407 v2 @ 2.40GHz,8962.5683,3504,29.15,80,43.8
1483,Intel Core i3-4160 @ 3.60GHz,4473.4543,3495,58.25,54,64.72
1484,Intel Xeon W3580 @ 3.33GHz,15995.265,3495,16.29,130,26.88
1486,AMD A10-7870K,28520.0422,3485,9.11,95,36.69
1490,AMD A10-7890K,12079.5943,3477,21.46,95,36.6
1492,Intel Core i3-4350 @ 3.60GHz,7456.2543,3459,34.59,54,64.06
1493,Intel Core i5-2500S @ 2.70GHz,4126.7038,3459,62.5,65,53.21
1494,AMD A10 PRO-7850B APU,11037.8514,3458,23.36,95,36.4
1497,Intel Xeon E5-1603 @ 2.80GHz,2535.38,3448,101.41,130,26.52
1498,AMD A12-9800E,27669.1985,3447,9.29,35,98.49
1499,AMD A12-9800,9310.0645,3447,27.61,65,53.03
1501,Intel Celeron G6900,3727.7543,3446,68.93,46,74.91
1502,AMD Athlon X4 860K,2234.8629,3436,114.64,95,36.16
1504,Intel Core i3-7100H @ 3.00GHz,16778.25,3430,15.25,35,98.01
1507,Intel Core i5-L16G7 @ 1.40GHz,20954.17,3421,12.17,7,488.74
1508,Intel Core i5-7200U @ 2.50GHz,37210.43,3409,6.83,15,227.29
1512,AMD Opteron 4226,7083.4043,3400,35.8,95,35.79
1515,Intel Xeon E5-4603 @ 2.00GHz,9857.4083,3391,25.65,95,35.69
1516,Intel Xeon W5580 @ 3.20GHz,64428.48,3386,3.92,130,26.04
1517,AMD Athlon X4 870K,3003.6796,3383,83.98,95,35.61
1518,AMD Opteron 6136,26024.93,3381,9.69,115,29.4
1519,Intel Core i5-2300 @ 2.80GHz,3002.1882,3380,83.95,95,35.58
1521,Intel Core i7-975 @ 3.33GHz,57418.9,3370,4.38,130,25.92
1522,AMD FX-B4150 Quad-Core,6687.4376,3369,37.57,95,35.46
1523,Intel Core i3-4370T @ 3.30GHz,10290.66,3368,24.41,35,96.23
1524,AMD A10-7850K APU,5271.3533,3363,47.58,95,35.4
1525,Intel Core i3-4150 @ 3.50GHz,74495.43,3360,3.36,54,62.22
1527,Intel Xeon W3570 @ 3.20GHz,35044.1715,3354,7.14,130,25.8
1529,AMD PRO A8-9600,8873.83,3347,28.13,65,51.5
1531,AMD A10-7860K,4921.62,3333,50.5,65,51.27
1533,Intel Xeon W3565 @ 3.20GHz,4470.4715,3331,55.56,130,25.62
1536,AMD Phenom II X6 1065T,7455.5086,3320,33.2,95,34.94
1542,AMD A8-9600,7381.6843,3291,33.24,65,50.62
1543,Intel Core i3-4130 @ 3.40GHz,5390.6653,3291,45.52,54,60.94
1544,Intel Core i7-965 @ 3.20GHz,6783.6329,3288,36.15,130,25.29
1545,AMD Athlon X4 840,9317.5215,3287,26.3,65,50.56
1547,AMD Phenom II X6 1075T,5964.8543,3284,41.06,125,26.27
1549,Intel Core i7-6500U @ 2.50GHz,29306.01,3278,8.34,15,218.55
1550,Intel Core i3-10110Y @ 1.00GHz,21401.59,3278,11.42,7,468.22
1553,Intel Xeon X5570 @ 2.93GHz,7457,3270,32.7,95,34.42
1557,AMD FX-4350 Quad-Core,7456.2543,3262,32.63,125,26.1
1561,Intel Core i5-4400E @ 2.70GHz,19835.62,3251,12.22,37,87.85
1562,AMD FX-4330,54697.095,3248,4.43,95,34.19
1563,Intel Core i7-960 @ 3.20GHz,22267.3477,3245,10.87,130,24.96
1565,Intel Pentium D1508 @ 2.20GHz,9619.53,3240,25.12,25,129.6
1567,Intel Xeon W5590 @ 3.33GHz,104870.7738,3239,2.3,130,24.92
1568,Intel Pentium Gold G5500T @ 3.20GHz,5592.75,3234,43.13,35,92.41
1569,Intel Xeon L5638 @ 2.00GHz,5212.443,3225,46.14,60,53.75
1571,AMD A8-7670K,6231.0692,3224,38.58,95,33.94
1575,AMD A8-7600 APU,11181.7715,3215,21.44,65,49.47
1576,Intel Core i5-4330M @ 2.80GHz,20506.0043,3208,11.66,37,86.69
1577,Intel Core i5-6260U @ 1.80GHz,37210.43,3207,6.43,15,213.83
1580,AMD Phenom II X6 1055T,3457.0652,3195,68.91,125,25.56
1582,Intel Xeon X3470 @ 2.93GHz,7247.4583,3194,32.86,95,33.62
1583,Intel Xeon W3550 @ 3.07GHz,3724.7715,3193,63.92,130,24.56
1586,AMD PRO A12-9800E,12602.33,3182,18.83,35,90.92
1587,Intel Core i7-5557U @ 3.10GHz,45188.6743,3181,5.25,28,113.62
1594,Intel Core i3-4170T @ 3.20GHz,14910.2715,3162,15.82,35,90.36
1596,Intel Core i5-2400S @ 2.50GHz,10752.2483,3160,21.92,65,48.62
1597,AMD A10-6800K APU,5029.0008,3158,46.83,100,31.58
1598,Intel Atom C3858 @ 2.00GHz,24757.24,3154,9.5,25,126.17
1599,Intel Core i7-950 @ 3.07GHz,19752.1016,3154,11.91,130,24.26
1600,AMD A10-7700K APU,2930.601,3153,80.23,95,33.19
1602,AMD A10-7800 APU,4209.4765,3142,55.66,65,48.34
1604,Intel Core i5-4570T @ 2.90GHz,34648.2048,3136,6.75,35,89.59
1605,AMD FX-4200 Quad-Core,4470.4715,3134,52.27,125,25.07
1606,Intel Core i3-4160T @ 3.10GHz,4473.4543,3133,52.23,35,89.53
1608,Intel Pentium G4600T @ 3.00GHz,8798.5143,3130,26.53,35,89.43
1609,AMD A10-6790K APU,3668.844,3124,63.5,100,31.24
1611,Intel Pentium Gold G5400T @ 3.10GHz,8198.9715,3119,28.37,35,89.12
1612,Intel Core i7-875K @ 2.93GHz,27507.3816,3119,8.45,95,32.83
1615,AMD FX-4170 Quad-Core,3265.4203,3109,71,125,24.87
1617,Intel Core i5-4570TE @ 2.70GHz,25502.94,3106,9.08,35,88.73
1619,Intel Xeon X5560 @ 2.80GHz,5294.47,3100,43.66,95,32.63
1625,AMD A10-6700 APU,4084.1989,3090,56.42,65,47.54
1628,Intel Core i7-870 @ 2.93GHz,14905.0516,3074,15.38,95,32.36
1631,Intel Core i7-940 @ 2.93GHz,3653.93,3066,62.56,130,23.58
1635,AMD Opteron 2435,816.5415,3061,279.52,75,40.81
1637,Intel Xeon W3530 @ 2.80GHz,25815.3883,3045,8.8,130,23.43
1641,Intel Pentium Silver J5005 @ 1.50GHz,38924.7943,3040,5.82,10,304
1642,AMD Phenom II X6 1045T,3355.65,3034,67.43,95,31.94
1648,AMD A8-7650K,2954.4634,3013,76.05,65,46.36
1654,Intel Core m3-8100Y @ 1.10GHz,20954.17,2991,10.64,5,598.18
1657,Intel Xeon X5550 @ 2.67GHz,3653.93,2988,60.98,95,31.45
1659,Intel Core i3-7130U @ 2.70GHz,34301.4543,2983,6.49,15,198.87
1662,Intel Core i5-2405S @ 2.50GHz,9797.7523,2980,22.68,65,45.85
1665,Intel Xeon E5-2637 @ 3.00GHz,5891.03,2978,37.69,80,37.22
1666,AMD A8-6600K APU,2907.4843,2977,76.36,100,29.77
1667,Intel Core i5-3470T @ 2.90GHz,20130.1715,2958,10.96,35,84.53
1670,AMD Phenom II X6 1035T,8053.56,2947,27.28,95,31.02
1671,AMD A10-9700E,6934.2643,2947,31.7,35,84.21
1672,Intel Xeon L5630 @ 2.13GHz,8799.26,2943,24.94,40,73.57
1673,Intel Core i5-2500T @ 2.30GHz,6710.5543,2942,32.69,45,65.37
1674,AMD Athlon X4 760K Quad Core,1010.4235,2941,217.03,100,29.41
1675,Intel Celeron G5925 @ 3.60GHz,4021.5601,2939,54.49,58,50.67
1676,AMD FX-4300 Quad-Core,1920.9232,2937,114.01,95,30.92
1677,AMD Opteron 2431,1863.5043,2936,117.48,75,39.14
1678,AMD A10-5800K APU,3435.4399,2936,63.73,100,29.36
1681,Intel Pentium G4520 @ 3.60GHz,10289.9143,2926,21.2,51,57.37
1682,Intel Core i7-880 @ 3.07GHz,25276.9929,2920,8.61,95,30.74
1686,Intel Celeron J4105 @ 1.50GHz,7978.99,2911,27.21,10,291.14
1687,Intel Core i7-3540M @ 3.00GHz,9546.4514,2911,22.74,35,83.17
1688,Intel Pentium G4560T @ 2.90GHz,17292.783,2909,12.54,35,83.11
1692,Intel Atom x6425RE @ 1.90GHz,4399.63,2903,49.2,12,241.9
1693,AMD Athlon X4 830,15087.0024,2901,14.34,65,44.63
1695,AMD A8-6500B APU,3724.7715,2898,58.01,65,44.58
1697,AMD A10-5800B APU,3354.9043,2897,64.4,100,28.97
1699,AMD PRO A10-9700E,10365.23,2896,20.83,35,82.74
1700,Intel Core i5-4210M @ 2.60GHz,6565.1428,2893,32.86,37,78.19
1701,Intel Core i7-860 @ 2.80GHz,3280.3343,2890,65.7,95,30.42
1702,Intel Xeon W3540 @ 2.93GHz,37806.99,2890,5.7,130,22.23
1704,Intel Core i7-3520M @ 2.90GHz,9099.0314,2879,23.59,35,82.24
1705,Intel Core i7-930 @ 2.80GHz,2236.3543,2877,95.94,130,22.13
1706,Intel Core i3-4130T @ 2.90GHz,18535.1192,2874,11.56,35,82.12
1707,Intel Xeon E5-2403 v2 @ 1.80GHz,40342.37,2873,5.31,80,35.91
1708,AMD Opteron 4184,37206.7015,2872,5.76,95,30.23
1709,Intel Core i3-4150T @ 3.00GHz,31127.0094,2867,6.87,35,81.9
1711,Intel Core i5-3360M @ 2.80GHz,5817.9514,2846,36.48,35,81.31
1712,AMD Phenom II X4 980,9694.1,2829,21.76,125,22.63
1713,AMD A8-6500 APU,3257.9633,2826,64.68,65,43.47
1714,AMD Opteron 6128,20059.33,2826,10.5,115,24.57
1716,AMD Opteron 3350 HE,29231.44,2825,7.21,45,62.78
1717,AMD A10-6800B APU,9546.4514,2824,22.06,100,28.24
1718,Intel Xeon X3450 @ 2.67GHz,7606.14,2818,27.63,95,29.67
1719,Intel Celeron G5905 @ 3.50GHz,3518.9583,2815,59.64,58,48.53
1722,Intel Xeon X3460 @ 2.80GHz,5389.9196,2814,38.94,95,29.62
1724,AMD A8-5600K APU,5216.1715,2803,40.08,100,28.03
1729,Intel Celeron G5900 @ 3.40GHz,4026.0343,2790,51.68,58,48.1
1730,AMD Opteron 6172,14910.2715,2789,13.95,115,24.25
1731,AMD Athlon X4 750K Quad Core,14201.1108,2787,14.64,100,27.87
1732,Intel Xeon W3520 @ 2.67GHz,4399.63,2787,47.23,130,21.44
1734,Intel Core2 Extreme X9775 @ 3.20GHz,134669.6915,2780,1.54,150,18.53
1735,Intel Core i5-4200M @ 2.50GHz,6633.0015,2776,31.21,37,75.04
1736,Intel Atom C2750 @ 2.40GHz,17300.24,2775,11.96,20,138.77
1740,Intel Xeon E5-2603 v2 @ 1.80GHz,4399.63,2751,46.63,80,34.39
1742,Intel Core i7-920 @ 2.67GHz,14159.3516,2741,14.44,130,21.09
1743,Intel Core i5-5300U @ 2.30GHz,21624.5543,2740,9.45,15,182.66
1745,Intel Xeon E5540 @ 2.53GHz,5328.0265,2738,38.33,80,34.23
1746,AMD A10-5700 APU,4470.4715,2735,45.62,65,42.08
1747,Intel Pentium G4500 @ 3.50GHz,12428.5819,2734,16.4,51,53.61
1748,AMD FX-4130 Quad-Core,1656.1997,2730,122.94,125,21.84
1752,Intel Core i3-7100U @ 2.40GHz,34451.34,2721,5.89,15,181.43
1756,Intel Celeron G4950 @ 3.30GHz,75215.7762,2714,2.69,54,50.26
1757,Intel Xeon X5470 @ 3.33GHz,13418.8715,2709,15.05,120,22.57
1758,AMD A8-5500B APU,3656.9128,2707,55.2,65,41.65
1760,Intel Xeon X5492 @ 3.40GHz,103748.4953,2705,1.94,150,18.04
1761,Intel Xeon E5-2407 @ 2.20GHz,24237.4871,2699,8.3,80,33.74
1763,Intel Xeon E5607 @ 2.27GHz,7457,2686,26.86,80,33.58
1766,Intel Xeon X3440 @ 2.53GHz,3728.5,2680,53.61,95,28.21
1770,AMD Athlon X4 740 Quad Core,1863.5043,2655,106.26,65,40.85
1773,Intel Celeron G5900T @ 3.20GHz,3131.94,2648,63.04,35,75.64
1774,Intel Core i5-3320M @ 2.60GHz,3284.0628,2646,60.09,35,75.61
1775,AMD Phenom II X4 970,4465.2516,2644,44.15,125,21.15
1776,Intel Core i3-6100U @ 2.30GHz,39521.3543,2640,4.98,15,176
1777,Intel Core i5-3340M @ 2.70GHz,5216.1715,2636,37.69,35,75.32
1778,Intel Xeon X5482 @ 3.20GHz,7453.2715,2636,26.37,150,17.57
1782,Intel Core2 Extreme X9770 @ 3.20GHz,119979.4015,2632,1.64,136,19.35
1783,Intel Xeon E5-2609 @ 2.40GHz,5359.3459,2623,36.5,80,32.79
1786,Intel Xeon E5530 @ 2.40GHz,2236.3543,2614,87.15,80,32.67
1789,Intel Core i5-680 @ 3.60GHz,23056.2983,2603,8.42,73,35.65
1792,Intel Pentium G4400 @ 3.30GHz,7263.8637,2599,26.68,54,48.13
1793,Intel Core i5-760 @ 2.80GHz,19761.05,2599,9.81,95,27.36
1796,Intel Pentium Silver N5000 @ 1.10GHz,12005.77,2593,16.1,6,432.15
1797,Intel Xeon L3426 @ 1.87GHz,16927.39,2590,11.41,45,57.55
1800,Intel Core i7-8500Y @ 1.50GHz,29306.01,2587,6.58,5,517.42
1801,Intel Xeon X5460 @ 3.16GHz,16371.8435,2586,11.78,120,21.55
1803,AMD A8-5500 APU,4395.9015,2577,43.72,65,39.65
1807,Intel Celeron G4930 @ 3.20GHz,8009.5637,2571,23.94,54,47.61
1809,AMD FX-4100 Quad-Core,1938.0743,2565,98.68,95,27
1810,Intel Core i3-7020U @ 2.30GHz,20954.17,2564,9.13,15,170.95
1812,AMD Phenom II X4 965,5519.6714,2546,34.4,125,20.37
1813,AMD Phenom II X4 975,3036.4904,2544,62.46,125,20.35
1819,Intel Xeon L5530 @ 2.40GHz,11063.9509,2522,17,60,42.03
1820,Intel Core i3-7102E @ 2.10GHz,16778.25,2521,11.21,25,100.85
1824,Intel Core i5-3230M @ 2.60GHz,7456.2543,2513,25.13,35,71.8
1826,Intel Core i5-670 @ 3.47GHz,21699.87,2511,8.63,73,34.4
1827,Intel Core i5-5250U @ 1.60GHz,39521.3543,2504,4.72,15,166.93
1828,Intel Core i5-5200U @ 2.20GHz,20954.17,2502,8.9,15,166.78
1830,AMD Phenom II X4 B97,5961.8715,2498,31.25,95,26.3
1831,AMD Phenom II X4 850,4846.3043,2496,38.4,95,26.27
1832,Intel Core i5-750 @ 2.67GHz,14914,2495,12.48,95,26.27
1836,Intel Xeon E5472 @ 3.00GHz,1494.3828,2490,124.24,80,31.12
1837,Intel Xeon E5450 @ 3.00GHz,2758.3443,2486,67.21,80,31.08
1838,Intel Celeron G5920 @ 3.50GHz,4622.5943,2482,40.04,58,42.79
1840,Intel Core i3-3245 @ 3.40GHz,11110.93,2480,16.64,55,45.09
1841,AMD Opteron 8439 SE,3877.64,2479,47.67,105,23.61
1842,Intel Xeon E5520 @ 2.27GHz,5414.5277,2479,34.14,80,30.98
1845,Intel Core i5-661 @ 3.33GHz,14928.1683,2462,12.3,87,28.3
1846,Intel Xeon D-1602 @ 2.50GHz,7904.42,2459,23.2,27,91.07
1847,Intel Core2 Extreme X9650 @ 3.00GHz,64129.4543,2455,2.86,130,18.89
1848,Intel Celeron N4100 @ 1.10GHz,7978.99,2451,22.91,6,408.48
1849,Intel Core i5-3210M @ 2.50GHz,3879.1314,2449,47.08,35,69.98
1851,Intel Celeron G4900 @ 3.10GHz,7900.6915,2448,23.11,54,45.34
1852,Intel Core i3-4100M @ 2.50GHz,16298.7649,2447,11.2,37,66.15
1854,Intel Xeon X3370 @ 3.00GHz,2982.8,2446,61.16,95,25.75
1855,AMD Athlon II X4 650,12423.362,2440,14.65,95,25.69
1856,Intel Core i7-2640M @ 2.80GHz,9324.9785,2439,19.5,35,69.68
1858,AMD Phenom II X4 955,13137.7426,2432,13.8,125,19.46
1860,Intel Pentium G3470 @ 3.60GHz,4838.1016,2428,37.43,53,45.82
1861,Intel Core i7-2620M @ 2.70GHz,10094.5409,2427,17.93,35,69.34
1862,Intel Core i7-860S @ 2.53GHz,11931.2,2424,15.15,82,29.56
1870,Intel Core2 Quad Q9650 @ 3.00GHz,4100.6043,2411,43.84,95,25.38
1873,Intel Celeron G4920 @ 3.20GHz,15863.2761,2406,11.31,54,44.56
1874,Intel Atom C3558 @ 2.20GHz,6413.02,2405,27.96,16,150.3
1876,Intel Celeron G4900T @ 2.90GHz,5812.7315,2403,30.82,35,68.65
1877,Intel Core i3-3250 @ 3.50GHz,6181.853,2401,28.96,55,43.65
1879,Intel Xeon X5450 @ 3.00GHz,3725.5172,2400,48.04,120,20
1886,AMD Opteron 4170 HE,2982.0543,2382,59.56,65,36.65
1891,Intel Celeron G3950 @ 3.00GHz,10663.51,2369,16.56,51,46.45
1895,Intel Core i5-2390T @ 2.70GHz,7449.543,2364,23.66,35,67.53
1896,Intel Pentium 6405U @ 2.40GHz,12005.77,2363,14.68,15,157.55
1897,Intel Xeon E5-2403 @ 1.80GHz,26174.07,2363,6.73,80,29.53
1899,Intel Xeon E5-2603 @ 1.80GHz,5366.0572,2362,32.83,80,29.53
1900,AMD Phenom II X4 840,1810.5596,2355,96.99,95,24.79
1902,Intel Core i5-660 @ 3.33GHz,5145.33,2352,34.08,73,32.21
1903,Intel Core i3-6102E @ 1.90GHz,16778.25,2349,10.44,25,93.96
1905,AMD Opteron 4130,17147.3715,2347,10.21,95,24.7
1907,Intel Xeon E5440 @ 2.83GHz,2832.9143,2340,61.61,80,29.26
1908,AMD Athlon II X4 651 Quad-Core,11181.7715,2338,15.59,100,23.38
1910,AMD A8-3870K APU,5073.7428,2336,34.34,100,23.36
1912,Intel Xeon X5365 @ 3.00GHz,4697.1643,2331,37.01,150,15.54
1913,AMD Phenom II X4 B95,4624.8314,2329,37.56,95,24.52
1914,Intel Xeon E5606 @ 2.13GHz,16181.69,2326,10.72,80,29.07
1915,Intel Xeon X3360 @ 2.83GHz,2982.0543,2325,58.14,95,24.47
1921,AMD A10-6700T APU,11007.2777,2311,15.66,45,51.36
1922,Intel Celeron G3920 @ 2.90GHz,75912.26,2310,2.27,51,45.3
1923,Intel Celeron G5905T @ 3.30GHz,3131.94,2310,55.01,35,66.01
1925,Intel Xeon X3380 @ 3.16GHz,38026.9715,2308,4.53,95,24.3
1931,AMD Athlon II X4 645,2151.3445,2298,79.64,95,24.19
1932,Intel Core i5-2540M @ 2.60GHz,3504.79,2297,48.86,35,65.62
1934,Intel Core2 Quad Q9550 @ 2.83GHz,2457.0815,2291,69.52,95,24.11
1936,Intel Core i3-3240 @ 3.40GHz,3144.6169,2287,54.22,55,41.57
1937,Intel Pentium 5405U @ 2.30GHz,12005.77,2286,14.2,15,152.37
1941,Intel Xeon X3363 @ 2.83GHz,6532.332,2283,26.07,80,28.54
1944,Intel Pentium 4417U @ 2.30GHz,12005.77,2276,14.13,15,151.7
1948,Intel Xeon L3360 @ 2.83GHz,6653.8811,2273,25.47,65,34.97
1949,Intel Celeron G3930 @ 2.90GHz,13413.6516,2270,12.62,51,44.51
1950,AMD Phenom II X4 840T,4326.5514,2269,39.1,95,23.88
1951,Intel Core i5-3427U @ 1.80GHz,31323.1285,2269,5.4,17,133.46
1952,Intel Core2 Extreme Q6850 @ 3.00GHz,111552.9915,2268,1.52,130,17.44
1953,Intel Core2 Extreme Q6800 @ 2.93GHz,83891.25,2267,2.02,75,30.23
1956,AMD Phenom II X4 945,2050.675,2261,82.23,125,18.09
1957,Intel Xeon L5430 @ 2.66GHz,16927.39,2260,9.96,50,45.21
1959,Intel Xeon X3430 @ 2.40GHz,5362.3287,2253,31.32,95,23.71
1961,Intel Core i5-2520M @ 2.50GHz,3139.397,2252,53.5,35,64.35
1963,AMD A8-3850 APU,5072.2514,2244,32.99,100,22.44
1969,Intel Celeron J3455 @ 1.50GHz,26024.93,2237,6.41,10,223.66
1972,Intel Xeon X3353 @ 2.66GHz,5480.895,2229,30.33,80,27.87
1973,AMD Phenom II X4 940,64875.9,2228,2.56,125,17.83
1975,Intel Core i3-5020U @ 2.20GHz,34227.63,2226,4.85,15,148.41
1976,Intel Core i3-3225 @ 3.30GHz,14914,2222,11.11,55,40.4
1977,Intel Celeron G3930TE @ 2.70GHz,3131.94,2218,52.82,35,63.38
1979,Intel Xeon X5472 @ 3.00GHz,16778.25,2218,9.86,120,18.48
1981,Intel Core i5-650 @ 3.20GHz,2533.8886,2215,65.19,73,30.34
1982,Intel Celeron G3900 @ 2.80GHz,5812.7315,2212,28.38,51,43.38
1984,Intel Xeon E5430 @ 2.66GHz,17147.3715,2210,9.61,80,27.63
1985,Intel Celeron G4930T @ 3.00GHz,3131.94,2209,52.6,35,63.12
1986,Intel Celeron N6211 @ 1.20GHz,4026.78,2207,40.88,6.5,339.59
1988,Intel Core i3-3220 @ 3.30GHz,2978.3258,2203,55.15,55,40.05
1991,AMD Phenom II X4 960T,2153.5816,2196,76.04,95,23.12
1992,Intel Core i5-4250U @ 1.30GHz,26024.93,2196,6.29,15,146.37
1995,Intel Core2 Quad Q9500 @ 2.83GHz,3654.6757,2192,44.73,95,23.08
1998,Intel Pentium G4400TE @ 2.40GHz,4772.48,2190,34.23,35,62.58
2000,AMD Athlon II X4 638 Quad-Core,4686.7245,2183,34.73,65,33.58
2004,AMD Phenom II X4 925,1565.97,2173,103.46,95,22.87
2005,AMD Athlon II X4 640,1490.6543,2171,108.6,95,22.85
2006,Intel Core i5-8200Y @ 1.30GHz,21699.87,2169,7.45,5,433.81
2007,Intel Core i3-5010U @ 2.10GHz,22360.5602,2166,7.22,15,144.37
2008,AMD A8-3820 APU,3351.9215,2165,48.15,65,33.3
2009,Intel Pentium G3460 @ 3.50GHz,4877.6237,2165,33.09,53,40.84
2010,Intel Xeon L5520 @ 2.27GHz,3653.93,2163,44.13,60,36.04
2015,Intel Xeon X3350 @ 2.66GHz,4473.4543,2158,35.97,95,22.71
2020,AMD Athlon II X4 641 Quad-Core,919.4481,2143,173.83,100,21.43
2022,Intel Pentium N4200 @ 1.10GHz,17054.9047,2140,9.36,6,356.7
2028,Intel Pentium G3440 @ 3.30GHz,4399.63,2129,36.09,53,40.18
2030,Intel Pentium G3430 @ 3.30GHz,4324.3143,2125,36.64,54,39.34
2033,Intel Core i3-3210 @ 3.20GHz,5219.9,2112,30.17,55,38.4
2034,Intel Celeron G3930T @ 2.70GHz,7245.9669,2109,21.7,35,60.26
2035,Intel Core2 Quad Q9450 @ 2.66GHz,2662.149,2109,59.06,95,22.2
2037,AMD Athlon II X4 635,1489.1629,2108,105.55,95,22.19
2042,AMD Phenom II X4 820,5216.1715,2103,30.07,95,22.14
2048,AMD Athlon II X4 630,3582.3428,2093,43.58,95,22.04
2049,Intel Core i3-2125 @ 3.30GHz,11334.64,2093,13.77,65,32.19
2050,Intel Pentium G2140 @ 3.30GHz,3355.65,2092,46.48,55,38.03
2051,Intel Pentium G3258 @ 3.20GHz,2435.4562,2091,64.02,53,39.45
2052,Intel Pentium G3450 @ 3.40GHz,4322.8229,2091,36.06,53,39.44
2057,AMD Athlon II X4 631 Quad-Core,742.7172,2085,209.34,100,20.85
2058,Intel Celeron G3900T @ 2.60GHz,8386.1422,2085,18.54,35,59.58
2061,AMD Opteron 2384,96866.43,2074,1.6,75,27.66
2062,Intel Core M-5Y71 @ 1.20GHz,20954.17,2069,7.36,4.5,459.8
2063,Intel Core2 Quad Q9400 @ 2.66GHz,2834.4057,2068,54.42,95,21.77
2064,Intel Core i5-3337U @ 1.80GHz,16778.25,2067,9.19,17,121.57
2065,Intel Xeon E5462 @ 2.80GHz,16852.82,2067,9.15,80,25.84
2066,Intel Core2 Quad Q6700 @ 2.66GHz,7453.2715,2062,20.63,105,19.64
2067,AMD Opteron 3250 HE,7382.43,2061,20.82,45,45.8
2068,Intel Core i5-2450M @ 2.50GHz,5519.6714,2060,27.82,35,58.85
2069,AMD Opteron 4162 EE,1490.6543,2058,102.97,35,58.81
2071,Intel Atom C2758 @ 2.40GHz,16022.1102,2056,9.57,20,102.78
2072,AMD A6-3670 APU,13168.3163,2055,11.64,100,20.55
2073,Intel Xeon X3230 @ 2.66GHz,26095.7715,2052,5.86,95,21.6
2074,Intel Xeon L5420 @ 2.50GHz,2050.675,2051,74.58,50,41.02
2077,Intel Pentium G3260 @ 3.30GHz,4471.9629,2049,34.16,53,38.65
2078,AMD Phenom II X4 910e,5212.443,2044,29.24,65,31.44
